Year,Month,Type,Country,HS Code,Statistic Code,Unit Code,Description,Quantity,CIF (BAHT),Heading,heading_description,Chapter,chapter_description
2563,4,1,TH,85319090,90,KGM,Other (KGM),5,189180,8531,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85321000,0,KGM,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors) (KGM),259,1197273,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85322100,0,KGM,Tantalum (KGM),36,810279,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85322200,0,KGM,Aluminium electrolytic (KGM),358,2033578,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85322300,0,KGM,"Ceramic dielectric, single layer (KGM)",171,1707576,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85322400,0,KGM,"Ceramic dielectric, multilayer (KGM)",10,71031,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85322500,0,KGM,Dielectric of paper or plastics (KGM),3,2497,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85322900,0,KGM,Other (KGM),1204,21682350,8532,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85331010,0,KGM,Surface mounted (KGM),0,10300,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85331090,0,KGM,Other (KGM),10,76484,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85332100,0,KGM,For a power handling capacity not exceeding 20 W (KGM),21,64655,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85332900,0,KGM,Other (KGM),776,2620278,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85333900,0,KGM,Other (KGM),28,164180,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85334000,0,KGM,"Other variable resistors, including rheostats and potentiometers (KGM)",338,4460337,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85339000,0,KGM,Parts (KGM),1,57449,8533,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85340010,0,KGM,Single-sided (KGM),11,12543,8534,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85340020,0,KGM,Double-sided (KGM),0,0,8534,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85340030,0,KGM,Multi-layer (KGM),510,525718,8534,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85340090,0,KGM,Other (KGM),2868,4095742,8534,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85351000,0,KGM,Fuses (KGM),350,1191796,8535,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85353090,0,KGM,Other (KGM),270,127799,8535,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85354000,0,KGM,"Lightning arresters, voltage limiters and surge suppressors (KGM)",0,0,8535,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85359090,1,KGM,Plugs and sockets (KGM),0,0,8535,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85359090,90,KGM,Other (KGM),3642,731375,8535,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85361013,0,KGM,"Fuse blocks, of a kind used for motor vehicles (KGM)",0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85361019,0,KGM,Other (KGM),140,1085088,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85361093,0,KGM,"Fuse blocks, of a kind used for motor vehicles (KGM)",0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85361099,0,KGM,Other (KGM),195,776854,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85362011,0,KGM,For a current of less than 16 A (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85362019,0,KGM,Other (KGM),434,466464,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85362099,0,KGM,Other (KGM),10,10026,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85363010,0,KGM,Lightning arresters (KGM),68,426844,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85363090,1,KGM,Apparatus for limiting voltage or suppressing surge installed on Printed circuits (KGM),1,36297,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85363090,90,KGM,other (KGM),2536,24275105,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85364110,0,KGM,Digital relays (KGM),1,461,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85364191,0,KGM,Semiconductor or electro-magnetic relays of voltage not exceeding 28 V (KGM),29,56808,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85364199,0,KGM,Other (KGM),29,151197,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85364910,0,KGM,Digital relays (KGM),3,597,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85364990,0,KGM,Other (KGM),1806,2648448,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85365020,0,KGM,Over-current and residual-current automatic switches (KGM),2,9703,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85365039,0,KGM,Other (KGM),1,426,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85365059,0,KGM,Other (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85365069,0,KGM,Other (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85365095,0,KGM,"Other, change-over switches of a kind used for starting electric motors; fuse switches (KGM)",0,4493,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85365099,0,KGM,Other (KGM),812,4306743,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366191,0,KGM,For a current of less than 16 A (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366199,0,KGM,Other (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366911,0,KGM,For a current of less than 16 A (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366919,0,KGM,Other (KGM),6,2722,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366929,0,KGM,Other (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366939,0,KGM,Other (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85366999,0,KGM,Other (KGM),221,992638,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85367090,0,KGM,Other (KGM),20,18784,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369012,0,KGM,For a current of less than 16 A (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369019,0,KGM,Other (KGM),4,66018,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369022,0,KGM,For a current of less than 16 A (KGM),0,0,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369029,0,KGM,Other (KGM),60,49557,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369039,0,KGM,Other (KGM),3,49622,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369094,0,KGM,Other (KGM),627,1461123,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85369099,0,KGM,Other (KGM),4981,14480436,8536,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371011,0,KGM,Control panels of a kind suitable for use in distributed control systems (KGM),122,43193,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371012,800,KGM,Used (KGM),0,0,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371013,0,KGM,"Other control panels of a kind suitable for goods of heading 84.15, 84.18, 84.50, 85.08, 85.09 or 85.16 (KGM)",10,18687,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371019,0,KGM,Other (KGM),4104,35053999,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371019,800,KGM,Used (KGM),1,5435,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371020,0,KGM,"Distribution boards (including back panels and back planes) for use solely or principally with goods of heading 84.71, 85.17 or 85.25 (KGM)",0,3672,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371030,0,KGM,"Programmable logic controllers for automated machines for transport, handling and storage of dies for semiconductor devices (KGM)",0,0,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371092,0,KGM,Of a kind suitable for use in distributed control systems (KGM),0,0,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85371099,0,KGM,Other (KGM),9986,80691091,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85372019,0,KGM,Other (KGM),0,0,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85372029,0,KGM,Other (KGM),0,0,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85372090,0,KGM,Other (KGM),270,1110092,8537,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85381019,0,KGM,Other (KGM),0,0,8538,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85381029,0,KGM,Other (KGM),0,0,8538,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85389019,0,KGM,Other (KGM),315,1240085,8538,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85389020,90,KGM,Other (KGM),8,146746,8538,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85389020,800,KGM,Used (KGM),0,0,8538,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85391010,1,C62,For motorcycles (C62),3,1049,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85391090,0,C62,Other (C62),0,0,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85392130,0,C62,Of a kind used for motor vehicles (C62),0,0,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85392299,0,C62,Other (C62),0,0,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85392920,0,C62,Of a kind used for motor vehicles (C62),377,6519,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85392930,0,C62,Other reflector lamp bulbs (C62),0,0,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85392990,0,C62,Other (C62),4000,13147,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85393190,0,C62,Other (C62),45,4380,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85393930,0,C62,Other fluorescent cold cathode types (C62),1,4011,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85394900,800,C62,Used (C62),0,0,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85395000,0,C62,Light-emitting diode (LED) lamps (C62),244251,2182890,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85399020,0,KGM,"Other, suitable for lamps of motor vehicles (KGM)",0,0,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85399090,0,KGM,Other (KGM),15,60186,8539,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85411000,0,C62,"Diodes, other than photosensitive or light emitting diodes (C62)",44155679,33647273,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85412100,0,C62,With a dissipation rate of less than 1 W (C62),1799720,685423,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85412900,0,C62,Other (C62),73698912,96544157,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85413000,0,C62,"Thyristors, diacs and triacs, other than photosensitive devices (C62)",379000,10436178,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414010,0,C62,Light emitting diodes (C62),4070606,12640329,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414010,800,C62,Used (C62),0,0,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414021,0,C62,"Photovoltaic cells, not assembled (C62)",0,0,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414022,0,C62,Photovoltaic cells assembled in modules or made up into panels (C62),2,11714,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414029,0,C62,Other (C62),66729,2362102,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414090,1,C62,Solar cells (C62),161,1643992,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85414090,90,C62,Other (C62),1742882,5446083,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85415000,0,C62,Other semiconductor devices (C62),474000,1428915,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85416000,0,C62,Mounted piezo-electric crystals (C62),996485,5410868,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85419000,0,KGM,Parts (KGM),2,451236,8541,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85423100,0,C62,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits (C62)",43606008,9.50E+08,8542,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85423200,0,C62,Memories (C62),2540645,35006112,8542,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85423300,0,C62,Amplifiers (C62),266548,4149408,8542,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85423900,0,C62,Other (C62),53358955,1.29E+09,8542,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85429000,0,KGM,Parts (KGM),1062,15475971,8542,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85432000,0,C62,Signal generators (C62),0,0,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85433090,0,C62,Other (C62),6000,29446,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85437020,0,C62,"Remote control apparatus, other than radio remote control apparatus (C62)",32,104758,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85437090,90,C62,Other (C62),18118770,1.01E+09,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85437090,999,KGM,CKD (KGM),0,92,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85439010,0,KGM,Of goods of subheading 8543.10 or 8543.20 (KGM),0,0,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85439040,0,KGM,Of goods of subheading 8543.70.40 (KGM),0,0,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85439090,0,KGM,Other (KGM),153,3686473,8543,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85441140,0,KGM,With an outer coating of enamel (KGM),128,46605,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85441190,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85441900,90,KGM,Other (KGM),99,207737,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85442011,0,KGM,Insulated with rubber or plastics (KGM),12,19141,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85442019,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85442031,0,KGM,Insulated with rubber or plastics (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85442039,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85442049,0,KGM,Other (KGM),2,20643,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85443012,0,KGM,"Of a kind used for vehicles of heading 87.02, 87.03, 87.04 or 87.11 (KGM)",677,578465,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85443013,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85443014,0,KGM,"Of a kind used for vehicles of heading 87.02, 87.03, 87.04 or 87.11 (KGM)",0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85443091,0,KGM,Insulated with rubber or plastics (KGM),697,1200000,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85443099,0,KGM,Other (KGM),54,207553,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444219,0,KGM,Other (KGM),4,11224,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444229,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444233,0,KGM,Other (KGM),30,106345,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444239,0,KGM,Other (KGM),6,23277,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444295,0,KGM,"Electric cables insulated with plastics, having a core diameter exceeding 5 mm but not exceeding 19.5 mm (KGM)",0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444296,0,KGM,Other electric cables insulated with plastics (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444299,0,KGM,Other (KGM),126,247903,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444911,0,KGM,Submarine telephone cables; submarine telegraph cables; submarine radio relay cables (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444929,0,KGM,Other (KGM),1,337,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444939,0,KGM,Other (KGM),80,173888,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444941,0,KGM,Cables insulated with plastics (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85444949,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85446019,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85446021,0,KGM,Cables insulated with plastics having a core diameter of less than 22.7 mm (KGM),2,4034,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85446029,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85446039,0,KGM,Other (KGM),0,0,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85447090,0,KGM,Other (KGM),28,4554922,8544,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85451900,90,KGM,Other (KGM),0,6180,8545,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85452000,0,KGM,Brushes (KGM),141,167720,8545,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85459000,90,KGM,Other (KGM),172,977017,8545,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85462090,0,KGM,Other (KGM),0,0,8546,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85469000,90,KGM,Other (KGM),0,2035,8546,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85472000,0,KGM,Insulating fittings of plastics (KGM),2931,4256736,8547,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85479090,0,KGM,Other (KGM),30,25104,8547,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85489010,0,KGM,"Image sensors of the contact type comprising a photo-conductive sensor element, an electric charge storage condenser, a light source of light emitting diodes, thin-film transistor matrix and a scanning condenser, capable of scanning text (KGM)",9,182203,8548,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85489020,0,KGM,Printed circuit assemblies including such assemblies for external connections (KGM),0,951,8548,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,85489090,0,KGM,Other (KGM),3,745755,8548,#N/A,85,ELECTRICAL MACHINERY AND EQUIPMENT
2563,4,1,TH,86090010,1,KGM,For dry containers (KGM),0,0,8609,#N/A,86,LOCOMOTIVE ROLLING STOCK
2563,4,1,TH,86090010,90,KGM,Other (KGM),0,0,8609,#N/A,86,LOCOMOTIVE ROLLING STOCK
2563,4,1,TH,86090090,1,KGM,For dry containers (KGM),102080,3527374,8609,#N/A,86,LOCOMOTIVE ROLLING STOCK
2563,4,1,TH,86090090,90,KGM,Other (KGM),1721900,2.02E+08,8609,#N/A,86,LOCOMOTIVE ROLLING STOCK
2563,4,1,TH,87019210,0,C62,Agricultural tractors (C62),2,174160,8701,#N/A,87,VEHICLE
2563,4,1,TH,87032334,800,KGM,Used (KGM),0,0,8703,#N/A,87,VEHICLE
2563,4,1,TH,87032357,0,C62,"Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc (C62)",0,0,8703,#N/A,87,VEHICLE
2563,4,1,TH,87032364,0,C62,"Of a cylinder capacity exceeding 2,500 cc (C62)",0,0,8703,#N/A,87,VEHICLE
2563,4,1,TH,87033283,0,C62,"Of a cylinder capacity exceeding 2,000 cc (C62)",0,0,8703,#N/A,87,VEHICLE
2563,4,1,TH,87033332,999,KGM,"Of a cylinder capacity exceeding 3,000 cc (KGM)",0,0,8703,#N/A,87,VEHICLE
2563,4,1,TH,87033390,0,C62,Other (C62),0,0,8703,#N/A,87,VEHICLE
2563,4,1,TH,87041033,800,C62,Used (C62),0,0,8704,#N/A,87,VEHICLE
2563,4,1,TH,87042119,999,KGM,Other (KGM),0,0,8704,#N/A,87,VEHICLE
2563,4,1,TH,87042129,0,C62,Other (C62),0,0,8704,#N/A,87,VEHICLE
2563,4,1,TH,87042223,800,C62,Used (C62),0,0,8704,#N/A,87,VEHICLE
2563,4,1,TH,87042239,999,KGM,Other (KGM),0,0,8704,#N/A,87,VEHICLE
2563,4,1,TH,87051000,800,C62,Used (C62),0,0,8705,#N/A,87,VEHICLE
2563,4,1,TH,87054000,800,C62,Used (C62),0,0,8705,#N/A,87,VEHICLE
2563,4,1,TH,87059090,90,C62,Other (C62),0,0,8705,#N/A,87,VEHICLE
2563,4,1,TH,87079029,0,C62,Other (C62),0,0,8707,#N/A,87,VEHICLE
2563,4,1,TH,87079090,0,C62,Other (C62),0,0,8707,#N/A,87,VEHICLE
2563,4,1,TH,87081010,0,KGM,For vehicles of heading 87.01 (KGM),0,0,8708,#N/A,87,VEHICLE
2563,4,1,TH,87081090,0,KGM,Other (KGM),134,31875,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082100,0,KGM,Safety seat belts (KGM),12,21132,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082911,0,KGM,For vehicles of heading 87.01 (KGM),2,1026,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082916,0,KGM,"Other, for vehicles of heading 87.03 (KGM)",30,25904,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082918,0,KGM,For vehicles of heading 87.02 or other vehicles of heading 87.04 (KGM),0,0,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082919,0,KGM,Other (KGM),0,0,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082920,0,KGM,Parts of safety seat belts (KGM),80,62383,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082992,0,KGM,For vehicles of heading 87.01 (KGM),0,0,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082993,0,KGM,Interior trim fittings; mudguards (KGM),30,269708,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082995,0,KGM,Other (KGM),11,42083,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082996,0,KGM,Interior trim fittings; mudguards (KGM),0,0,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082998,0,KGM,Other (KGM),27,25893,8708,#N/A,87,VEHICLE
2563,4,1,TH,87082999,0,KGM,Other (KGM),329,382830,8708,#N/A,87,VEHICLE
2563,4,1,TH,87083010,0,KGM,For vehicles of heading 87.01 (KGM),0,0,8708,#N/A,87,VEHICLE
2563,4,1,TH,87083021,0,KGM,"Brake drums, brake discs or brake pipes (KGM)",1,26832,8708,#N/A,87,VEHICLE
2563,4,1,TH,87083029,0,KGM,Other (KGM),4,10418,8708,#N/A,87,VEHICLE
2563,4,1,TH,87083030,0,KGM,"Brake drums, brake discs or brake pipes for vehicles of heading 87.02 or 87.04 (KGM)",20,14564,8708,#N/A,87,VEHICLE
2563,4,1,TH,87083090,0,KGM,Other (KGM),254,182913,8708,#N/A,87,VEHICLE
